2021-09-09 18:43:34 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/strips_hgn.log
Epoch 00018: val_loss reached 1.02697 (best 1.02697), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=18-val_loss=1.0270.ckpt as top 10
2021-09-09 18:55:47 lightning    INFO     
Epoch 00019: val_loss  was not in top 10
2021-09-09 18:55:52 lightning    INFO     
Epoch 00020: val_loss reached 1.22518 (best 1.02697), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=20-val_loss=1.2252.ckpt as top 10
2021-09-09 18:56:00 lightning    INFO     
Epoch 00021: val_loss reached 0.95952 (best 0.95952), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=21-val_loss=0.9595.ckpt as top 10
2021-09-09 18:56:06 lightning    INFO     
Epoch 00022: val_loss reached 0.87862 (best 0.87862), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=22-val_loss=0.8786.ckpt as top 10
2021-09-09 18:56:11 lightning    INFO     
Epoch 00023: val_loss  was not in top 10
2021-09-09 18:56:17 lightning    INFO     
Epoch 00024: val_loss reached 0.84701 (best 0.84701), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=24-val_loss=0.8470.ckpt as top 10
2021-09-09 18:56:21 lightning    INFO     
Epoch 00025: val_loss reached 0.66584 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=25-val_loss=0.6658.ckpt as top 10
2021-09-09 18:56:27 lightning    INFO     
Epoch 00026: val_loss reached 0.80805 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=26-val_loss=0.8080.ckpt as top 10
2021-09-09 18:56:32 lightning    INFO     
Epoch 00027: val_loss reached 0.76357 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=27-val_loss=0.7636.ckpt as top 10
2021-09-09 18:56:38 lightning    INFO     
Epoch 00028: val_loss reached 1.15875 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=28-val_loss=1.1588.ckpt as top 10
2021-09-09 18:56:43 lightning    INFO     
Epoch 00029: val_loss reached 0.87755 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=29-val_loss=0.8775.ckpt as top 10
2021-09-09 18:56:48 lightning    INFO     
Epoch 00030: val_loss  was not in top 10
2021-09-09 18:56:53 lightning    INFO     
Epoch 00031: val_loss reached 0.66663 (best 0.66584), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=31-val_loss=0.6666.ckpt as top 10
2021-09-09 18:56:59 lightning    INFO     
Epoch 00032: val_loss  was not in top 10
2021-09-09 18:57:05 lightning    INFO     
Epoch 00033: val_loss reached 0.55523 (best 0.55523), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=33-val_loss=0.5552.ckpt as top 10
2021-09-09 18:57:11 lightning    INFO     
Epoch 00034: val_loss  was not in top 10
2021-09-09 18:57:21 lightning    INFO     
Epoch 00035: val_loss reached 0.53205 (best 0.53205), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=35-val_loss=0.5321.ckpt as top 10
2021-09-09 18:57:29 lightning    INFO     
Epoch 00036: val_loss reached 0.47019 (best 0.47019), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=36-val_loss=0.4702.ckpt as top 10
2021-09-09 18:57:37 lightning    INFO     
Epoch 00037: val_loss reached 0.80322 (best 0.47019), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=37-val_loss=0.8032.ckpt as top 10
2021-09-09 18:57:43 lightning    INFO     
Epoch 00038: val_loss reached 0.43820 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=38-val_loss=0.4382.ckpt as top 10
2021-09-09 18:57:50 lightning    INFO     
Epoch 00039: val_loss reached 0.48569 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=39-val_loss=0.4857.ckpt as top 10
2021-09-09 18:57:56 lightning    INFO     
Epoch 00040: val_loss reached 0.53663 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=40-val_loss=0.5366.ckpt as top 10
2021-09-09 18:58:01 lightning    INFO     
Epoch 00041: val_loss reached 0.53646 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=41-val_loss=0.5365.ckpt as top 10
2021-09-09 18:58:06 lightning    INFO     
Epoch 00042: val_loss  was not in top 10
2021-09-09 18:58:14 lightning    INFO     
Epoch 00043: val_loss reached 0.47659 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=43-val_loss=0.4766.ckpt as top 10
2021-09-09 18:58:22 lightning    INFO     
Epoch 00044: val_loss reached 0.62586 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=44-val_loss=0.6259.ckpt as top 10
2021-09-09 18:58:28 lightning    INFO     
Epoch 00045: val_loss reached 0.50918 (best 0.43820), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=45-val_loss=0.5092.ckpt as top 10
2021-09-09 18:58:33 lightning    INFO     
Epoch 00046: val_loss  was not in top 10
2021-09-09 18:58:40 lightning    INFO     
Epoch 00047: val_loss reached 0.43634 (best 0.43634), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=47-val_loss=0.4363.ckpt as top 10
2021-09-09 18:58:51 lightning    INFO     
Epoch 00048: val_loss  was not in top 10
2021-09-09 18:58:56 lightning    INFO     
Epoch 00049: val_loss  was not in top 10
2021-09-09 18:59:02 lightning    INFO     
Epoch 00050: val_loss reached 0.40644 (best 0.40644), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=50-val_loss=0.4064.ckpt as top 10
2021-09-09 18:59:07 lightning    INFO     
Epoch 00051: val_loss  was not in top 10
2021-09-09 18:59:13 lightning    INFO     
Epoch 00052: val_loss reached 0.52376 (best 0.40644), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=52-val_loss=0.5238.ckpt as top 10
2021-09-09 18:59:17 lightning    INFO     
Epoch 00053: val_loss reached 0.52573 (best 0.40644), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=53-val_loss=0.5257.ckpt as top 10
2021-09-09 18:59:23 lightning    INFO     
Epoch 00054: val_loss  was not in top 10
2021-09-09 18:59:33 lightning    INFO     
Epoch 00055: val_loss reached 0.40240 (best 0.40240), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=55-val_loss=0.4024.ckpt as top 10
2021-09-09 18:59:39 lightning    INFO     
Epoch 00056: val_loss  was not in top 10
2021-09-09 18:59:48 lightning    INFO     
Epoch 00057: val_loss  was not in top 10
2021-09-09 19:00:00 lightning    INFO     
Epoch 00058: val_loss reached 0.42697 (best 0.40240), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=58-val_loss=0.4270.ckpt as top 10
2021-09-09 19:00:12 lightning    INFO     
Epoch 00059: val_loss reached 0.43536 (best 0.40240), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=59-val_loss=0.4354.ckpt as top 10
2021-09-09 19:00:23 lightning    INFO     
Epoch 00060: val_loss reached 0.32941 (best 0.32941), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=60-val_loss=0.3294.ckpt as top 10
2021-09-09 19:00:35 lightning    INFO     
Epoch 00061: val_loss reached 0.38267 (best 0.32941), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=61-val_loss=0.3827.ckpt as top 10
2021-09-09 19:00:45 lightning    INFO     
Epoch 00062: val_loss reached 0.38260 (best 0.32941), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=62-val_loss=0.3826.ckpt as top 10
2021-09-09 19:00:56 lightning    INFO     
Epoch 00063: val_loss  was not in top 10
2021-09-09 19:01:03 lightning    INFO     
Epoch 00064: val_loss reached 0.32156 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=64-val_loss=0.3216.ckpt as top 10
2021-09-09 19:01:09 lightning    INFO     
Epoch 00065: val_loss reached 0.39129 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=65-val_loss=0.3913.ckpt as top 10
2021-09-09 19:01:16 lightning    INFO     
Epoch 00066: val_loss  was not in top 10
2021-09-09 19:01:24 lightning    INFO     
Epoch 00067: val_loss  was not in top 10
2021-09-09 19:01:30 lightning    INFO     
Epoch 00068: val_loss  was not in top 10
2021-09-09 19:01:36 lightning    INFO     
Epoch 00069: val_loss  was not in top 10
2021-09-09 19:01:43 lightning    INFO     
Epoch 00070: val_loss  was not in top 10
2021-09-09 19:01:51 lightning    INFO     
Epoch 00071: val_loss  was not in top 10
2021-09-09 19:01:57 lightning    INFO     
Epoch 00072: val_loss reached 0.33751 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=72-val_loss=0.3375.ckpt as top 10
2021-09-09 19:02:02 lightning    INFO     
Epoch 00073: val_loss reached 0.41952 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=73-val_loss=0.4195.ckpt as top 10
2021-09-09 19:02:07 lightning    INFO     
Epoch 00074: val_loss  was not in top 10
2021-09-09 19:02:12 lightning    INFO     
Epoch 00075: val_loss  was not in top 10
2021-09-09 19:02:17 lightning    INFO     
Epoch 00076: val_loss reached 0.37937 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=76-val_loss=0.3794.ckpt as top 10
2021-09-09 19:02:23 lightning    INFO     
Epoch 00077: val_loss reached 0.40467 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=77-val_loss=0.4047.ckpt as top 10
2021-09-09 19:02:28 lightning    INFO     
Epoch 00078: val_loss reached 0.35316 (best 0.32156), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=78-val_loss=0.3532.ckpt as top 10
2021-09-09 19:02:35 lightning    INFO     
Epoch 00079: val_loss reached 0.29014 (best 0.29014), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=79-val_loss=0.2901.ckpt as top 10
2021-09-09 19:02:41 lightning    INFO     
Epoch 00080: val_loss reached 0.31225 (best 0.29014), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=80-val_loss=0.3122.ckpt as top 10
2021-09-09 19:02:47 lightning    INFO     
Epoch 00081: val_loss  was not in top 10
2021-09-09 19:02:53 lightning    INFO     
Epoch 00082: val_loss  was not in top 10
2021-09-09 19:02:59 lightning    INFO     
Epoch 00083: val_loss reached 0.31006 (best 0.29014), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=83-val_loss=0.3101.ckpt as top 10
2021-09-09 19:03:06 lightning    INFO     
Epoch 00084: val_loss reached 0.28233 (best 0.28233), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=84-val_loss=0.2823.ckpt as top 10
2021-09-09 19:03:12 lightning    INFO     
Epoch 00085: val_loss  was not in top 10
2021-09-09 19:03:19 lightning    INFO     
Epoch 00086: val_loss  was not in top 10
2021-09-09 19:03:25 lightning    INFO     
Epoch 00087: val_loss reached 0.25553 (best 0.25553), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=87-val_loss=0.2555.ckpt as top 10
2021-09-09 19:03:31 lightning    INFO     
Epoch 00088: val_loss reached 0.31297 (best 0.25553), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_1/epoch=88-val_loss=0.3130.ckpt as top 10
2021-09-09 19:03:31 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 595.8617677939474s, avg time per epoch = 6.695076042628622s
2021-09-09 19:03:31 strips_hgn.torch_utils.lightning_callbacks INFO     Stopping training - elapsed time = 595.863270879956s, avg time per epoch = 6.69509293123546s
2021-09-09 19:03:31 strips_hgn.utils.timer INFO     Timer TrainSTRIPSHGNWorkflow.TotalTime stopped. Accumulated time: 595.95231s.
2021-09-09 19:03:31 strips_hgn.utils.timer INFO     Timer RunFoldTrainingTime stopped. Accumulated time: 595.95776s. Context: {'fold_idx': 1}
2021-09-09 19:03:31 train        INFO     New best val loss found at fold 2 = 0.2555333375930786
2021-09-09 19:03:31 train        INFO     Previous best val loss = 0.656883180141449
2021-09-09 19:03:31 train        INFO     Running training workflow for fold 3 out of 5
2021-09-09 19:03:31 strips_hgn.models.strips_hgn INFO     STRIPS-HGN hparams:
{
  "global_feature_mapper": "num_nodes_and_edges",
  "hyperedge_feature_mapper": "complex",
  "node_feature_mapper": "simple",
  "receiver_k": 3,
  "sender_k": 3,
  "hidden_size": 32
}
2021-09-09 19:03:31 strips_hgn.torch_utils.lightning_callbacks INFO     Early stopping patience = 999999 epochs, max training time set to 600s
2021-09-09 19:03:31 lightning    INFO     GPU available: True, used: False
2021-09-09 19:03:31 lightning    WARNING  No environment variable for node rank defined. Set as 0.
2021-09-09 19:03:31 strips_hgn.workflows.train_strips_hgn INFO     STRIPS-HGN total number of learnable parameters: 30401
2021-09-09 19:03:31 strips_hgn.workflows.train_strips_hgn INFO     Training dataloader size: 206, Validation dataloader size: 52
2021-09-09 19:03:31 strips_hgn.workflows.train_strips_hgn INFO     Max training 600 seconds or 9999 epochs, whichever is reached first
2021-09-09 19:03:31 lightning    INFO     
   | Name                                                 | Type                           | Params
----------------------------------------------------------------------------------------------------
0  | _criterion                                           | MSELoss                        | 0     
1  | hgn                                                  | EncodeProcessDecode            | 30 K  
2  | hgn._encoder                                         | MLPGraphIndependent            | 3 K   
3  | hgn._encoder._gn                                     | GraphIndependent               | 3 K   
4  | hgn._encoder._gn._edge_model                         | Sequential                     | 1 K   
5  | hgn._encoder._gn._edge_model.0                       | Linear                         | 128   
6  | hgn._encoder._gn._edge_model.1                       | LeakyReLU                      | 0     
7  | hgn._encoder._gn._edge_model.2                       | Linear                         | 1 K   
8  | hgn._encoder._gn._edge_model.3                       | LeakyReLU                      | 0     
9  | hgn._encoder._gn._node_model                         | Sequential                     | 1 K   
10 | hgn._encoder._gn._node_model.0                       | Linear                         | 96    
11 | hgn._encoder._gn._node_model.1                       | LeakyReLU                      | 0     
12 | hgn._encoder._gn._node_model.2                       | Linear                         | 1 K   
13 | hgn._encoder._gn._node_model.3                       | LeakyReLU                      | 0     
14 | hgn._encoder._gn._global_model                       | Sequential                     | 1 K   
15 | hgn._encoder._gn._global_model.0                     | Linear                         | 96    
16 | hgn._encoder._gn._global_model.1                     | LeakyReLU                      | 0     
17 | hgn._encoder._gn._global_model.2                     | Linear                         | 1 K   
18 | hgn._encoder._gn._global_model.3                     | LeakyReLU                      | 0     
19 | hgn._core                                            | MLPGraphNetwork                | 24 K  
20 | hgn._core._gn                                        | GraphNetwork                   | 24 K  
21 | hgn._core._gn._edge_block                            | EdgeBlock                      | 15 K  
22 | hgn._core._gn._edge_block._edge_model                | Sequential                     | 15 K  
23 | hgn._core._gn._edge_block._edge_model.0              | Linear                         | 14 K  
24 | hgn._core._gn._edge_block._edge_model.1              | LeakyReLU                      | 0     
25 | hgn._core._gn._edge_block._edge_model.2              | Linear                         | 1 K   
26 | hgn._core._gn._edge_block._edge_model.3              | LeakyReLU                      | 0     
27 | hgn._core._gn._node_block                            | NodeBlock                      | 4 K   
28 | hgn._core._gn._node_block._node_model                | Sequential                     | 4 K   
29 | hgn._core._gn._node_block._node_model.0              | Linear                         | 3 K   
30 | hgn._core._gn._node_block._node_model.1              | LeakyReLU                      | 0     
31 | hgn._core._gn._node_block._node_model.2              | Linear                         | 1 K   
32 | hgn._core._gn._node_block._node_model.3              | LeakyReLU                      | 0     
33 | hgn._core._gn._node_block._received_edges_aggregator | ReceivedEdgesToNodesAggregator | 0     
34 | hgn._core._gn._global_block                          | GlobalBlock                    | 5 K   
35 | hgn._core._gn._global_block._global_model            | Sequential                     | 5 K   
36 | hgn._core._gn._global_block._global_model.0          | Linear                         | 4 K   
37 | hgn._core._gn._global_block._global_model.1          | LeakyReLU                      | 0     
38 | hgn._core._gn._global_block._global_model.2          | Linear                         | 1 K   
39 | hgn._core._gn._global_block._global_model.3          | LeakyReLU                      | 0     
40 | hgn._core._gn._global_block._edges_aggregator        | EdgesToGlobalsAggregator       | 0     
41 | hgn._core._gn._global_block._nodes_aggregator        | NodesToGlobalsAggregator       | 0     
42 | hgn._decoder                                         | MLPGraphIndependent            | 2 K   
43 | hgn._decoder._gn                                     | GraphIndependent               | 2 K   
44 | hgn._decoder._gn._global_model                       | Sequential                     | 2 K   
45 | hgn._decoder._gn._global_model.0                     | Linear                         | 1 K   
46 | hgn._decoder._gn._global_model.1                     | LeakyReLU                      | 0     
47 | hgn._decoder._gn._global_model.2                     | Linear                         | 1 K   
48 | hgn._decoder._gn._global_model.3                     | LeakyReLU                      | 0     
49 | hgn._output_transform                                | GraphIndependent               | 33    
50 | hgn._output_transform._global_model                  | Sequential                     | 33    
51 | hgn._output_transform._global_model.0                | Linear                         | 33    
52 | hgn._output_transform._global_model.1                | ReLU                           | 0     
2021-09-09 19:03:37 lightning    INFO     
Epoch 00000: val_loss reached 30.15385 (best 30.15385), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=0-val_loss=30.1538.ckpt as top 10
2021-09-09 19:03:45 lightning    INFO     
Epoch 00001: val_loss reached 30.15385 (best 30.15385), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=1-val_loss=30.1538.ckpt as top 10
2021-09-09 19:03:52 lightning    INFO     
Epoch 00002: val_loss reached 11.54295 (best 11.54295), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=2-val_loss=11.5430.ckpt as top 10
2021-09-09 19:03:59 lightning    INFO     
Epoch 00003: val_loss reached 10.68087 (best 10.68087), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=3-val_loss=10.6809.ckpt as top 10
2021-09-09 19:04:05 lightning    INFO     
Epoch 00004: val_loss reached 11.64640 (best 10.68087), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=4-val_loss=11.6464.ckpt as top 10
2021-09-09 19:04:11 lightning    INFO     
Epoch 00005: val_loss reached 9.84783 (best 9.84783), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=5-val_loss=9.8478.ckpt as top 10
2021-09-09 19:04:17 lightning    INFO     
Epoch 00006: val_loss reached 4.80022 (best 4.80022), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=6-val_loss=4.8002.ckpt as top 10
2021-09-09 19:04:23 lightning    INFO     
Epoch 00007: val_loss reached 2.32984 (best 2.32984), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=7-val_loss=2.3298.ckpt as top 10
2021-09-09 19:04:31 lightning    INFO     
Epoch 00008: val_loss reached 2.35316 (best 2.32984), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=8-val_loss=2.3532.ckpt as top 10
2021-09-09 19:04:40 lightning    INFO     
Epoch 00009: val_loss reached 3.76089 (best 2.32984), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=9-val_loss=3.7609.ckpt as top 10
2021-09-09 19:04:48 lightning    INFO     
Epoch 00010: val_loss reached 4.10845 (best 2.32984), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=10-val_loss=4.1085.ckpt as top 10
2021-09-09 19:04:54 lightning    INFO     
Epoch 00011: val_loss reached 2.43603 (best 2.32984), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=11-val_loss=2.4360.ckpt as top 10
2021-09-09 19:04:59 lightning    INFO     
Epoch 00012: val_loss reached 1.59357 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=12-val_loss=1.5936.ckpt as top 10
2021-09-09 19:05:05 lightning    INFO     
Epoch 00013: val_loss reached 2.12608 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=13-val_loss=2.1261.ckpt as top 10
2021-09-09 19:05:10 lightning    INFO     
Epoch 00014: val_loss reached 1.80461 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=14-val_loss=1.8046.ckpt as top 10
2021-09-09 19:05:16 lightning    INFO     
Epoch 00015: val_loss reached 1.63464 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=15-val_loss=1.6346.ckpt as top 10
2021-09-09 19:05:21 lightning    INFO     
Epoch 00016: val_loss reached 1.93476 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=16-val_loss=1.9348.ckpt as top 10
2021-09-09 19:05:25 lightning    INFO     
Epoch 00017: val_loss reached 1.74968 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=17-val_loss=1.7497.ckpt as top 10
2021-09-09 19:05:31 lightning    INFO     
Epoch 00018: val_loss reached 1.65999 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=18-val_loss=1.6600.ckpt as top 10
2021-09-09 19:05:39 lightning    INFO     
Epoch 00019: val_loss reached 2.10819 (best 1.59357), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-09T18:43:34.482915/fold_2/epoch=19-val_loss=2.1082.ckpt as top 10
2021-09-09 19:05:46 lightning    INFO     
