2021-09-29 11:43:32 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/strips_hgn.log
2021-09-29 11:43:47 root         INFO     translator time limit: None
2021-09-29 11:43:47 root         INFO     translator memory limit: None
2021-09-29 11:43:47 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/logistics/domain.pddl ../benchmarks/logistics/train/logistics95-airplanes3-cities5-citysize3-packages2.pddl --sas-file output.sas
2021-09-29 11:43:47 root         INFO     Running search (release).
2021-09-29 11:43:47 root         INFO     search stdin: output.sas
2021-09-29 11:43:47 root         INFO     search time limit: None
2021-09-29 11:43:47 root         INFO     search memory limit: None
2021-09-29 11:43:47 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-29 11:43:47 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.13233s. Context: {'domain': 'logistics-strips', 'problem': 'logistics-c5-s3-p2-a3'}
2021-09-29 11:43:47 strips_hgn.training_data.generate DEBUG    Generated 15 state-value pairs for logistics-c5-s3-p2-a3
2021-09-29 11:43:47 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics96-airplanes3-cities5-citysize4-packages2.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics96-airplanes3-cities5-citysize4-packages2.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics96-airplanes3-cities5-citysize4-packages2.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-29 11:43:47 root         INFO     Running translator.
2021-09-29 11:43:47 root         INFO     translator stdin: None
2021-09-29 11:43:47 root         INFO     translator time limit: None
2021-09-29 11:43:47 root         INFO     translator memory limit: None
2021-09-29 11:43:47 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/logistics/domain.pddl ../benchmarks/logistics/train/logistics96-airplanes3-cities5-citysize4-packages2.pddl --sas-file output.sas
2021-09-29 11:43:47 root         INFO     Running search (release).
2021-09-29 11:43:47 root         INFO     search stdin: output.sas
2021-09-29 11:43:47 root         INFO     search time limit: None
2021-09-29 11:43:47 root         INFO     search memory limit: None
2021-09-29 11:43:47 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-29 11:43:47 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.30062s. Context: {'domain': 'logistics-strips', 'problem': 'logistics-c5-s4-p2-a3'}
2021-09-29 11:43:47 strips_hgn.training_data.generate DEBUG    Generated 16 state-value pairs for logistics-c5-s4-p2-a3
2021-09-29 11:43:47 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics97-airplanes3-cities5-citysize4-packages2.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics97-airplanes3-cities5-citysize4-packages2.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics97-airplanes3-cities5-citysize4-packages2.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-29 11:43:47 root         INFO     Running translator.
2021-09-29 11:43:47 root         INFO     translator stdin: None
2021-09-29 11:43:47 root         INFO     translator time limit: None
2021-09-29 11:43:47 root         INFO     translator memory limit: None
2021-09-29 11:43:47 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/logistics/domain.pddl ../benchmarks/logistics/train/logistics97-airplanes3-cities5-citysize4-packages2.pddl --sas-file output.sas
2021-09-29 11:43:48 root         INFO     Running search (release).
2021-09-29 11:43:48 root         INFO     search stdin: output.sas
2021-09-29 11:43:48 root         INFO     search time limit: None
2021-09-29 11:43:48 root         INFO     search memory limit: None
2021-09-29 11:43:48 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-29 11:43:48 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.27265s. Context: {'domain': 'logistics-strips', 'problem': 'logistics-c5-s4-p2-a3'}
2021-09-29 11:43:48 strips_hgn.training_data.generate DEBUG    Generated 22 state-value pairs for logistics-c5-s4-p2-a3
2021-09-29 11:43:48 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics98-airplanes3-cities5-citysize4-packages2.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics98-airplanes3-cities5-citysize4-packages2.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics98-airplanes3-cities5-citysize4-packages2.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-29 11:43:48 root         INFO     Running translator.
2021-09-29 11:43:48 root         INFO     translator stdin: None
2021-09-29 11:43:48 root         INFO     translator time limit: None
2021-09-29 11:43:48 root         INFO     translator memory limit: None
2021-09-29 11:43:48 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/logistics/domain.pddl ../benchmarks/logistics/train/logistics98-airplanes3-cities5-citysize4-packages2.pddl --sas-file output.sas
2021-09-29 11:43:48 root         INFO     Running search (release).
2021-09-29 11:43:48 root         INFO     search stdin: output.sas
2021-09-29 11:43:48 root         INFO     search time limit: None
2021-09-29 11:43:48 root         INFO     search memory limit: None
2021-09-29 11:43:48 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-29 11:43:48 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.1641s. Context: {'domain': 'logistics-strips', 'problem': 'logistics-c5-s4-p2-a3'}
2021-09-29 11:43:48 strips_hgn.training_data.generate DEBUG    Generated 17 state-value pairs for logistics-c5-s4-p2-a3
2021-09-29 11:43:48 root         DEBUG    processed args: Namespace(alias=None, build='release', cleanup=False, components=['translate', 'search'], debug=False, filenames=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics99-airplanes4-cities5-citysize2-packages2.pddl'], keep_sas_file=False, log_level='info', overall_memory_limit=None, overall_time_limit=None, plan_file='sas_plan', planner_args=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics99-airplanes4-cities5-citysize2-packages2.pddl', '--search', 'astar(lmcut(), max_time=120)'], portfolio=None, portfolio_bound=None, portfolio_single_plan=False, run_all=False, sas_file='output.sas', search=False, search_input='output.sas', search_memory_limit=None, search_options=['--search', 'astar(lmcut(), max_time=120)'], search_time_limit=None, show_aliases=False, translate=False, translate_inputs=['../benchmarks/logistics/domain.pddl', '../benchmarks/logistics/train/logistics99-airplanes4-cities5-citysize2-packages2.pddl'], translate_memory_limit=None, translate_options=['--sas-file', 'output.sas'], translate_time_limit=None, validate=False, validate_memory_limit=None, validate_time_limit=None, version=False)
2021-09-29 11:43:48 root         INFO     Running translator.
2021-09-29 11:43:48 root         INFO     translator stdin: None
2021-09-29 11:43:48 root         INFO     translator time limit: None
2021-09-29 11:43:48 root         INFO     translator memory limit: None
2021-09-29 11:43:48 root         INFO     translator command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_strips_hgn/venv_hgn/bin/python3 /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/translate/translate.py ../benchmarks/logistics/domain.pddl ../benchmarks/logistics/train/logistics99-airplanes4-cities5-citysize2-packages2.pddl --sas-file output.sas
2021-09-29 11:43:48 root         INFO     Running search (release).
2021-09-29 11:43:48 root         INFO     search stdin: output.sas
2021-09-29 11:43:48 root         INFO     search time limit: None
2021-09-29 11:43:48 root         INFO     search memory limit: None
2021-09-29 11:43:48 root         INFO     search command line string: /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/src/fast_downward/builds/release/bin/downward --search 'astar(lmcut(), max_time=120)' --internal-plan-file sas_plan < output.sas
2021-09-29 11:43:48 strips_hgn.utils.timer DEBUG    Timer GenerateOptimalStateValuePairsTime stopped. Accumulated time: 0.11423s. Context: {'domain': 'logistics-strips', 'problem': 'logistics-c5-s2-p2-a4'}
2021-09-29 11:43:48 strips_hgn.training_data.generate DEBUG    Generated 7 state-value pairs for logistics-c5-s2-p2-a4
2021-09-29 11:43:48 strips_hgn.training_data.generate INFO     Generated 1216 state-value pairs in total for 99 tasks
2021-09-29 11:43:48 strips_hgn.utils.timer DEBUG    Timer GenerateAllOptimalStateValuePairsTime stopped. Accumulated time: 12.26214s.
2021-09-29 11:43:48 strips_hgn.training_data.merge DEBUG    Merged 1216 training pairs for 'logistics-strips'
2021-09-29 11:43:48 strips_hgn.training_data.merge INFO     Merged 1216 training pairs in total
2021-09-29 11:43:48 strips_hgn.training_data.process INFO     Processing training data for 'logistics-strips'
2021-09-29 11:43:48 strips_hgn.training_data.process DEBUG    Split heuristic values into 4 bins
2021-09-29 11:43:48 strips_hgn.training_data.process DEBUG    Bin Edges: [array([ 0.,  3.,  6.,  9., 21.])]
2021-09-29 11:43:48 strips_hgn.training_data.process DEBUG    Bin Frequencies: Counter({3.0: 372, 0.0: 297, 1.0: 288, 2.0: 259})
2021-09-29 11:43:48 strips_hgn.training_data.process DEBUG    Heuristic Frequencies: Counter({3: 99, 2: 99, 1: 99, 0: 99, 4: 96, 6: 93, 5: 93, 7: 89, 8: 77, 9: 73, 10: 64, 11: 54, 12: 42, 13: 41, 14: 29, 15: 19, 16: 17, 18: 12, 17: 12, 19: 5, 21: 2, 20: 2})
2021-09-29 11:43:48 strips_hgn.training_data.process INFO     Finished generating k-fold training data
2021-09-29 11:43:48 strips_hgn.utils.timer DEBUG    Timer GetKFoldTrainingDataTime stopped. Accumulated time: 0.00613s.
2021-09-29 11:43:48 strips_hgn.training_data.save INFO     Saved training data details to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/training_data
2021-09-29 11:43:48 strips_hgn.utils.timer INFO     Timer KFoldTrainingDataWorkflow.GenerateTrainingDataTime stopped. Accumulated time: 12.51174s.
2021-09-29 11:44:03 strips_hgn.workflows.k_fold_training_data INFO     Successfully created HypergraphsTupleDataset for training data.
2021-09-29 11:44:03 strips_hgn.utils.timer INFO     Timer KFoldTrainingDataWorkflow.ConvertToHypergraphsTupleTime stopped. Accumulated time: 14.93957s.
2021-09-29 11:44:03 strips_hgn.utils.timer INFO     Timer KFoldTrainingDataWorkflow.TotalTime stopped. Accumulated time: 27.45306s.
2021-09-29 11:44:03 train        INFO     Running training workflow for fold 1 out of 5
2021-09-29 11:44:03 strips_hgn.models.strips_hgn INFO     STRIPS-HGN hparams:
{
  "global_feature_mapper": "num_nodes_and_edges",
  "hyperedge_feature_mapper": "complex",
  "node_feature_mapper": "simple",
  "receiver_k": 1,
  "sender_k": 2,
  "hidden_size": 32
}
2021-09-29 11:44:03 strips_hgn.torch_utils.lightning_callbacks INFO     Early stopping patience = 999999 epochs, max training time set to 30000s
2021-09-29 11:44:03 lightning    INFO     GPU available: True, used: False
2021-09-29 11:44:03 lightning    WARNING  No environment variable for node rank defined. Set as 0.
2021-09-29 11:44:03 strips_hgn.workflows.train_strips_hgn INFO     STRIPS-HGN total number of learnable parameters: 24257
2021-09-29 11:44:03 strips_hgn.workflows.train_strips_hgn INFO     Training dataloader size: 972, Validation dataloader size: 244
2021-09-29 11:44:03 strips_hgn.workflows.train_strips_hgn INFO     Max training 30000 seconds or 9999 epochs, whichever is reached first
2021-09-29 11:44:03 lightning    INFO     
   | Name                                                 | Type                           | Params
----------------------------------------------------------------------------------------------------
0  | _criterion                                           | MSELoss                        | 0     
1  | hgn                                                  | EncodeProcessDecode            | 24 K  
2  | hgn._encoder                                         | MLPGraphIndependent            | 3 K   
3  | hgn._encoder._gn                                     | GraphIndependent               | 3 K   
4  | hgn._encoder._gn._edge_model                         | Sequential                     | 1 K   
5  | hgn._encoder._gn._edge_model.0                       | Linear                         | 128   
6  | hgn._encoder._gn._edge_model.1                       | LeakyReLU                      | 0     
7  | hgn._encoder._gn._edge_model.2                       | Linear                         | 1 K   
8  | hgn._encoder._gn._edge_model.3                       | LeakyReLU                      | 0     
9  | hgn._encoder._gn._node_model                         | Sequential                     | 1 K   
10 | hgn._encoder._gn._node_model.0                       | Linear                         | 96    
11 | hgn._encoder._gn._node_model.1                       | LeakyReLU                      | 0     
12 | hgn._encoder._gn._node_model.2                       | Linear                         | 1 K   
13 | hgn._encoder._gn._node_model.3                       | LeakyReLU                      | 0     
14 | hgn._encoder._gn._global_model                       | Sequential                     | 1 K   
15 | hgn._encoder._gn._global_model.0                     | Linear                         | 96    
16 | hgn._encoder._gn._global_model.1                     | LeakyReLU                      | 0     
17 | hgn._encoder._gn._global_model.2                     | Linear                         | 1 K   
18 | hgn._encoder._gn._global_model.3                     | LeakyReLU                      | 0     
19 | hgn._core                                            | MLPGraphNetwork                | 18 K  
20 | hgn._core._gn                                        | GraphNetwork                   | 18 K  
21 | hgn._core._gn._edge_block                            | EdgeBlock                      | 9 K   
22 | hgn._core._gn._edge_block._edge_model                | Sequential                     | 9 K   
23 | hgn._core._gn._edge_block._edge_model.0              | Linear                         | 8 K   
24 | hgn._core._gn._edge_block._edge_model.1              | LeakyReLU                      | 0     
25 | hgn._core._gn._edge_block._edge_model.2              | Linear                         | 1 K   
26 | hgn._core._gn._edge_block._edge_model.3              | LeakyReLU                      | 0     
27 | hgn._core._gn._node_block                            | NodeBlock                      | 4 K   
28 | hgn._core._gn._node_block._node_model                | Sequential                     | 4 K   
29 | hgn._core._gn._node_block._node_model.0              | Linear                         | 3 K   
30 | hgn._core._gn._node_block._node_model.1              | LeakyReLU                      | 0     
31 | hgn._core._gn._node_block._node_model.2              | Linear                         | 1 K   
32 | hgn._core._gn._node_block._node_model.3              | LeakyReLU                      | 0     
33 | hgn._core._gn._node_block._received_edges_aggregator | ReceivedEdgesToNodesAggregator | 0     
34 | hgn._core._gn._global_block                          | GlobalBlock                    | 5 K   
35 | hgn._core._gn._global_block._global_model            | Sequential                     | 5 K   
36 | hgn._core._gn._global_block._global_model.0          | Linear                         | 4 K   
37 | hgn._core._gn._global_block._global_model.1          | LeakyReLU                      | 0     
38 | hgn._core._gn._global_block._global_model.2          | Linear                         | 1 K   
39 | hgn._core._gn._global_block._global_model.3          | LeakyReLU                      | 0     
40 | hgn._core._gn._global_block._edges_aggregator        | EdgesToGlobalsAggregator       | 0     
41 | hgn._core._gn._global_block._nodes_aggregator        | NodesToGlobalsAggregator       | 0     
42 | hgn._decoder                                         | MLPGraphIndependent            | 2 K   
43 | hgn._decoder._gn                                     | GraphIndependent               | 2 K   
44 | hgn._decoder._gn._global_model                       | Sequential                     | 2 K   
45 | hgn._decoder._gn._global_model.0                     | Linear                         | 1 K   
46 | hgn._decoder._gn._global_model.1                     | LeakyReLU                      | 0     
47 | hgn._decoder._gn._global_model.2                     | Linear                         | 1 K   
48 | hgn._decoder._gn._global_model.3                     | LeakyReLU                      | 0     
49 | hgn._output_transform                                | GraphIndependent               | 33    
50 | hgn._output_transform._global_model                  | Sequential                     | 33    
51 | hgn._output_transform._global_model.0                | Linear                         | 33    
52 | hgn._output_transform._global_model.1                | ReLU                           | 0     
2021-09-29 11:44:34 lightning    INFO     
Epoch 00000: val_loss reached 21.41731 (best 21.41731), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=0-val_loss=21.4173.ckpt as top 10
2021-09-29 11:45:09 lightning    INFO     
Epoch 00001: val_loss reached 11.23717 (best 11.23717), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=1-val_loss=11.2372.ckpt as top 10
2021-09-29 11:45:45 lightning    INFO     
Epoch 00002: val_loss reached 10.11673 (best 10.11673), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=2-val_loss=10.1167.ckpt as top 10
2021-09-29 11:46:28 lightning    INFO     
Epoch 00003: val_loss reached 11.35670 (best 10.11673), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=3-val_loss=11.3567.ckpt as top 10
2021-09-29 11:47:07 lightning    INFO     
Epoch 00004: val_loss reached 10.02012 (best 10.02012), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=4-val_loss=10.0201.ckpt as top 10
2021-09-29 11:47:45 lightning    INFO     
Epoch 00005: val_loss reached 10.28334 (best 10.02012), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=5-val_loss=10.2833.ckpt as top 10
2021-09-29 11:48:19 lightning    INFO     
Epoch 00006: val_loss reached 8.89293 (best 8.89293), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=6-val_loss=8.8929.ckpt as top 10
2021-09-29 11:48:50 lightning    INFO     
Epoch 00007: val_loss reached 9.73270 (best 8.89293), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=7-val_loss=9.7327.ckpt as top 10
2021-09-29 11:49:21 lightning    INFO     
Epoch 00008: val_loss reached 7.97938 (best 7.97938), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=8-val_loss=7.9794.ckpt as top 10
2021-09-29 11:50:00 lightning    INFO     
Epoch 00009: val_loss reached 6.95101 (best 6.95101), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=9-val_loss=6.9510.ckpt as top 10
2021-09-29 11:50:38 lightning    INFO     
Epoch 00010: val_loss reached 6.21494 (best 6.21494), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=10-val_loss=6.2149.ckpt as top 10
2021-09-29 11:51:20 lightning    INFO     
Epoch 00011: val_loss reached 5.87511 (best 5.87511), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=11-val_loss=5.8751.ckpt as top 10
2021-09-29 11:51:57 lightning    INFO     
Epoch 00012: val_loss reached 8.12064 (best 5.87511), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=12-val_loss=8.1206.ckpt as top 10
2021-09-29 11:52:34 lightning    INFO     
Epoch 00013: val_loss reached 5.79981 (best 5.79981), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=13-val_loss=5.7998.ckpt as top 10
2021-09-29 11:53:10 lightning    INFO     
Epoch 00014: val_loss reached 8.18272 (best 5.79981), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=14-val_loss=8.1827.ckpt as top 10
2021-09-29 11:53:46 lightning    INFO     
Epoch 00015: val_loss reached 4.99955 (best 4.99955), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=15-val_loss=4.9995.ckpt as top 10
2021-09-29 11:54:20 lightning    INFO     
Epoch 00016: val_loss reached 5.14210 (best 4.99955), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=16-val_loss=5.1421.ckpt as top 10
2021-09-29 11:54:56 lightning    INFO     
Epoch 00017: val_loss reached 4.55104 (best 4.55104), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=17-val_loss=4.5510.ckpt as top 10
2021-09-29 11:55:31 lightning    INFO     
Epoch 00018: val_loss reached 5.00040 (best 4.55104), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=18-val_loss=5.0004.ckpt as top 10
2021-09-29 11:56:06 lightning    INFO     
Epoch 00019: val_loss reached 4.56077 (best 4.55104), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=19-val_loss=4.5608.ckpt as top 10
2021-09-29 11:56:40 lightning    INFO     
Epoch 00020: val_loss reached 5.69847 (best 4.55104), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=20-val_loss=5.6985.ckpt as top 10
2021-09-29 11:57:15 lightning    INFO     
Epoch 00021: val_loss reached 4.56388 (best 4.55104), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=21-val_loss=4.5639.ckpt as top 10
2021-09-29 11:57:48 lightning    INFO     
Epoch 00022: val_loss reached 4.50547 (best 4.50547), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=22-val_loss=4.5055.ckpt as top 10
2021-09-29 11:58:26 lightning    INFO     
Epoch 00023: val_loss reached 4.27141 (best 4.27141), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=23-val_loss=4.2714.ckpt as top 10
2021-09-29 11:59:00 lightning    INFO     
Epoch 00024: val_loss  was not in top 10
2021-09-29 11:59:32 lightning    INFO     
Epoch 00025: val_loss reached 4.99984 (best 4.27141), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=25-val_loss=4.9998.ckpt as top 10
2021-09-29 12:00:03 lightning    INFO     
Epoch 00026: val_loss reached 4.29154 (best 4.27141), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=26-val_loss=4.2915.ckpt as top 10
2021-09-29 12:00:33 lightning    INFO     
Epoch 00027: val_loss  was not in top 10
2021-09-29 12:01:09 lightning    INFO     
Epoch 00028: val_loss reached 4.17789 (best 4.17789), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=28-val_loss=4.1779.ckpt as top 10
2021-09-29 12:02:14 lightning    INFO     
Epoch 00029: val_loss reached 4.30222 (best 4.17789), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=29-val_loss=4.3022.ckpt as top 10
2021-09-29 12:02:47 lightning    INFO     
Epoch 00030: val_loss reached 4.09838 (best 4.09838), saving model to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-29T11:43:32.992967/fold_0/epoch=30-val_loss=4.0984.ckpt as top 10
2021-09-29 12:03:18 lightning    INFO     
Epoch 00031: val_loss  was not in top 10
